protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable,sequence_length,isoelectric_point,gravy_score,instability_index,molecular_weight_kda,aromaticity,helix_fraction,turn_fraction,sheet_fraction,pct_asn,pct_met,pct_cys,pct_trp,pct_his,charge_at_pH_5.0,dist_from_pI_at_pH_5.0,charge_at_pH_5.5,dist_from_pI_at_pH_5.5,charge_at_pH_6.0,dist_from_pI_at_pH_6.0,charge_at_pH_6.5,dist_from_pI_at_pH_6.5,charge_at_pH_7.0,dist_from_pI_at_pH_7.0,charge_at_pH_7.4,dist_from_pI_at_pH_7.4,agg_mean,agg_min,agg_max,agg_std,agg_hotspots,agg_hotspot_frac,buffer_mol_weight,buffer_logp,buffer_hbd,buffer_hba,buffer_tpsa,buffer_rotbonds,sugar_mol_weight,sugar_logp,sugar_hbd,sugar_hba,sugar_tpsa,sugar_rotbonds,surfactant_mol_weight,surfactant_logp,surfactant_hbd,surfactant_hba,surfactant_tpsa,surfactant_rotbonds,amino_acid_mol_weight,amino_acid_logp,amino_acid_hbd,amino_acid_hba,amino_acid_tpsa,amino_acid_rotbonds,buffer_encoded,sugar_encoded,surfactant_encoded,amino_acid_encoded,protein_id_encoded,sug_x_instability,sur_x_gravy,buf_x_asn,sug_x_cys,high_temp_flag,agg_x_temp,agg_x_gravy,hotspot_x_sug,dist_from_pI_formulation,ph_risk_flag
O95393,acetic acid,trehalose,polysorbate 80,glycine,7.4,4,30.0,300.0,0.01,50.0,0.0634,0.3553,0.4966,0.7683,1,0.7248,0.2589,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,0,3,2,1,23,15166.5,0.00375,141.51,636.78,0,-0.0,0.0666,13.44,2.512,0
O95393,acetic acid,mannitol,poloxamer 188,methionine,5.5,25,10.0,100.0,0.03,1.0,0.4339,0.2003,0.3767,0.6599,0,0.6574,0.3454,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,0,0,0,2,23,5055.5,0.01125,47.169999999999995,212.26,0,-0.0,0.0666,4.4799999999999995,0.612,0
O95393,histidine,mannitol,polysorbate 80,none,5.0,4,30.0,200.0,0.01,0.0,0.5056,0.2555,0.2852,0.6707,0,0.6651,0.364,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,2,0,2,3,23,10111.0,0.00375,141.51,424.52,0,-0.0,0.0666,8.959999999999999,0.112,1
O95393,phosphoric acid,sucrose,polysorbate 80,glycine,5.5,25,10.0,100.0,0.045,200.0,0.1895,0.3574,0.3662,0.7224,1,0.7263,0.2842,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,3,2,2,1,23,5055.5,0.016875,47.169999999999995,212.26,0,-0.0,0.0666,4.4799999999999995,0.612,0
O95393,citric acid,mannitol,poloxamer 188,glycine,5.5,4,10.0,100.0,0.03,50.0,0.539,0.3544,0.2746,0.6249,0,0.5814,0.4094,0,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,1,0,0,1,23,5055.5,0.01125,47.169999999999995,212.26,0,-0.0,0.0666,4.4799999999999995,0.612,0
O95393,histidine,trehalose,polysorbate 20,arginine,6.0,4,30.0,200.0,0.01,100.0,0.0,0.2406,0.2366,0.9146,0,0.8545,0.1276,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,2,3,1,0,23,10111.0,0.00375,141.51,424.52,0,-0.0,0.0666,8.959999999999999,1.112,0
O95393,phosphoric acid,trehalose,poloxamer 188,none,6.5,40,10.0,100.0,0.01,0.0,0.2925,0.4725,0.442,0.5875,0,0.61,0.3903,1,424,4.888,-0.375,50.555,48.047,0.0849,0.3325,0.3019,0.3491,4.717,2.8302,2.1226,0.9434,2.3585,-2.745,0.112,-11.442,0.612,-16.863,1.112,-20.526,1.612,-22.619,2.112,-23.615,2.512,-0.1776,-1.9548,1.8431,0.6692,19,0.0448,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,3,3,0,3,23,5055.5,0.00375,47.169999999999995,212.26,1,-0.1776,0.0666,4.4799999999999995,1.612,0
O95750,citric acid,trehalose,polysorbate 80,none,6.5,40,30.0,200.0,0.08,0.0,0.4974,0.4971,0.1167,0.5801,0,0.6249,0.4034,0,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,1,3,2,3,24,10943.800000000001,0.01168,27.776999999999997,462.96,1,-0.1298,0.0189508,8.34,0.046,1
O95750,acetic acid,trehalose,polysorbate 80,none,7.0,4,50.0,200.0,0.01,0.0,0.2502,0.3664,0.2126,0.726,0,0.7278,0.2764,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,0,3,2,3,24,10943.800000000001,0.00146,46.294999999999995,462.96,0,-0.0,0.0189508,8.34,0.454,1
O95750,phosphoric acid,trehalose,polysorbate 80,proline,5.5,40,50.0,200.0,0.01,150.0,0.166,0.5378,0.2109,0.652,1,0.7063,0.3016,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,3,2,4,24,10943.800000000001,0.00146,46.294999999999995,462.96,1,-0.1298,0.0189508,8.34,1.046,0
O95750,histidine,sorbitol,poloxamer 188,none,5.0,4,50.0,200.0,0.05,0.0,0.346,0.3205,0.0,0.7338,0,0.7818,0.2521,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,2,1,0,3,24,10943.800000000001,0.0073,46.294999999999995,462.96,0,-0.0,0.0189508,8.34,1.546,0
O95750,phosphoric acid,sorbitol,poloxamer 188,methionine,5.5,25,50.0,200.0,0.05,10.0,0.289,0.2283,0.1066,0.7932,0,0.7977,0.2207,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,3,1,0,2,24,10943.800000000001,0.0073,46.294999999999995,462.96,0,-0.0,0.0189508,8.34,1.046,0
O95750,acetic acid,sorbitol,polysorbate 20,proline,7.0,25,50.0,300.0,0.08,50.0,0.357,0.3816,0.2114,0.7034,1,0.6813,0.3231,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,0,1,1,4,24,16415.7,0.01168,46.294999999999995,694.4399999999999,0,-0.0,0.0189508,12.51,0.454,1
O95750,citric acid,trehalose,polysorbate 80,methionine,5.5,25,10.0,200.0,0.045,5.5,0.0935,0.2539,0.0196,0.8916,0,0.8489,0.1239,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,1,3,2,2,24,10943.800000000001,0.0065699999999999995,9.259,462.96,0,-0.0,0.0189508,8.34,1.046,0
O95750,citric acid,mannitol,polysorbate 20,none,5.0,4,10.0,200.0,0.045,0.0,0.2319,0.3966,0.0263,0.7691,0,0.7672,0.2318,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,1,0,1,3,24,10943.800000000001,0.0065699999999999995,9.259,462.96,0,-0.0,0.0189508,8.34,1.546,0
O95750,phosphoric acid,trehalose,poloxamer 188,arginine,6.5,40,50.0,200.0,0.03,100.0,0.4694,0.4978,0.2324,0.5583,0,0.6114,0.4209,0,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,3,0,0,24,10943.800000000001,0.004379999999999999,46.294999999999995,462.96,1,-0.1298,0.0189508,8.34,0.046,1
O95750,acetic acid,sorbitol,polysorbate 20,proline,6.5,25,30.0,200.0,0.01,50.0,0.5203,0.3845,0.1075,0.67,0,0.6508,0.3667,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,0,1,1,4,24,10943.800000000001,0.00146,27.776999999999997,462.96,0,-0.0,0.0189508,8.34,0.046,1
O95750,acetic acid,trehalose,polysorbate 20,arginine,6.0,4,30.0,300.0,0.08,150.0,0.1882,0.37,0.1221,0.7787,2,0.7597,0.228,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,0,3,1,0,24,16415.7,0.01168,27.776999999999997,694.4399999999999,0,-0.0,0.0189508,12.51,0.546,0
O95750,histidine,mannitol,polysorbate 80,arginine,5.0,4,30.0,100.0,0.08,50.0,0.1667,0.2898,0.0701,0.8287,0,0.8027,0.1804,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,2,0,2,0,24,5471.900000000001,0.01168,27.776999999999997,231.48,0,-0.0,0.0189508,4.17,1.546,0
O95750,phosphoric acid,trehalose,poloxamer 188,proline,6.0,25,50.0,300.0,0.03,50.0,0.3081,0.3455,0.1099,0.7514,1,0.756,0.2657,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,3,0,4,24,16415.7,0.004379999999999999,46.294999999999995,694.4399999999999,0,-0.0,0.0189508,12.51,0.546,0
O95750,citric acid,mannitol,polysorbate 80,proline,6.0,25,30.0,200.0,0.08,150.0,0.3958,0.377,0.0087,0.7115,1,0.7034,0.2926,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,1,0,2,4,24,10943.800000000001,0.01168,27.776999999999997,462.96,0,-0.0,0.0189508,8.34,0.546,0
O95750,histidine,sorbitol,poloxamer 188,none,5.5,25,10.0,100.0,0.05,0.0,0.3563,0.2616,0.0034,0.7584,0,0.789,0.2376,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,2,1,0,3,24,5471.900000000001,0.0073,9.259,231.48,0,-0.0,0.0189508,4.17,1.046,0
O95750,citric acid,sorbitol,polysorbate 80,none,7.0,40,30.0,300.0,0.045,0.0,0.5316,0.461,0.1747,0.5616,1,0.597,0.4222,0,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,1,1,2,3,24,16415.7,0.0065699999999999995,27.776999999999997,694.4399999999999,1,-0.1298,0.0189508,12.51,0.454,1
O95750,phosphoric acid,sucrose,polysorbate 20,glycine,6.5,40,30.0,100.0,0.045,125.0,0.4898,0.4781,0.2077,0.5765,1,0.6191,0.4151,0,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,3,2,1,1,24,5471.900000000001,0.0065699999999999995,27.776999999999997,231.48,1,-0.1298,0.0189508,4.17,0.046,1
O95750,histidine,mannitol,polysorbate 80,none,5.5,25,50.0,100.0,0.045,0.0,0.1884,0.2797,0.016,0.8192,0,0.8706,0.1727,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,2,0,2,3,24,5471.900000000001,0.0065699999999999995,46.294999999999995,231.48,0,-0.0,0.0189508,4.17,1.046,0
O95750,phosphoric acid,mannitol,polysorbate 80,methionine,6.5,40,30.0,300.0,0.08,5.5,0.5809,0.3362,0.2228,0.5604,1,0.563,0.4197,0,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,3,0,2,2,24,16415.7,0.01168,27.776999999999997,694.4399999999999,1,-0.1298,0.0189508,12.51,0.046,1
O95750,phosphoric acid,sucrose,poloxamer 188,arginine,5.5,4,30.0,300.0,0.05,150.0,0.0709,0.4076,0.105,0.8114,2,0.8364,0.1842,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,2,0,0,24,16415.7,0.0073,27.776999999999997,694.4399999999999,0,-0.0,0.0189508,12.51,1.046,0
O95750,acetic acid,sorbitol,polysorbate 80,methionine,5.0,40,30.0,100.0,0.045,1.0,0.3371,0.3268,0.2147,0.6896,0,0.7503,0.3017,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,0,1,2,2,24,5471.900000000001,0.0065699999999999995,27.776999999999997,231.48,1,-0.1298,0.0189508,4.17,1.546,0
O95750,phosphoric acid,sorbitol,poloxamer 188,proline,5.0,4,10.0,300.0,0.05,50.0,0.3385,0.4102,0.1016,0.7007,1,0.7123,0.3006,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,1,0,4,24,16415.7,0.0073,9.259,694.4399999999999,0,-0.0,0.0189508,12.51,1.546,0
O95750,histidine,sorbitol,polysorbate 80,glycine,5.5,4,30.0,200.0,0.01,50.0,0.2336,0.2655,0.0082,0.8333,0,0.8317,0.1832,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,1,2,1,24,10943.800000000001,0.00146,27.776999999999997,462.96,0,-0.0,0.0189508,8.34,1.046,0
O95750,phosphoric acid,sucrose,polysorbate 20,arginine,6.0,40,10.0,100.0,0.045,100.0,0.2684,0.4929,0.2016,0.6442,0,0.6603,0.3278,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,2,1,0,24,5471.900000000001,0.0065699999999999995,9.259,231.48,1,-0.1298,0.0189508,4.17,0.546,0
O95750,acetic acid,trehalose,polysorbate 80,glycine,7.0,25,30.0,300.0,0.01,125.0,0.2811,0.3873,0.2072,0.7114,2,0.7679,0.2915,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,0,3,2,1,24,16415.7,0.00146,27.776999999999997,694.4399999999999,0,-0.0,0.0189508,12.51,0.454,1
O95750,citric acid,trehalose,polysorbate 80,proline,6.5,40,50.0,200.0,0.01,150.0,0.4344,0.4785,0.12,0.6207,1,0.6659,0.3693,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,1,3,2,4,24,10943.800000000001,0.00146,46.294999999999995,462.96,1,-0.1298,0.0189508,8.34,0.046,1
O95750,phosphoric acid,trehalose,poloxamer 188,methionine,6.0,4,10.0,100.0,0.03,1.0,0.3875,0.2472,0.0906,0.7476,0,0.7498,0.2659,1,216,6.546,-0.146,54.719,24.002,0.0833,0.3194,0.3056,0.3287,0.9259,3.2407,2.3148,1.3889,4.6296,11.264,1.546,7.013,1.046,3.297,0.546,0.223,0.046,-1.64,0.454,-2.486,0.854,-0.1298,-1.6701,1.502,0.6261,9,0.0417,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,3,3,0,2,24,5471.900000000001,0.004379999999999999,9.259,231.48,0,-0.0,0.0189508,4.17,0.546,0
